PRO|AIS|เสนานิคม 1(ดาดฟ้า)|BKK 012.1|0002|RO|101144||GSM|BKK|MACRO|20040807|20070806|1111008451|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|910800.00|25300.00|0.00|0.00|0.00||00000000|00|0000000000000|00|0000000000000|20040807|303600.00|0.00|0.00|0.00|910800.00|910800.00|0.00|834900.00|0.00|36|03|00
PRO|AIS|เสนานิคม 1(ดาดฟ้า)|BKK 012.1|0003|RO|101144||GSM|BKK|MACRO|20040101|20061231|1111008451|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|12600.00|350.00|0.00|0.00|0.00||00000000|00|0000000000000|00|0000000000000|20040101|4200.00|0.00|0.00|0.00|12600.00|12600.00|0.00|7350.00|1050.00|21|03|00
PRO|AIS|ตลิ่งชัน|BKK 014|0001|RO|101183||GSM|BKK|MACRO|20041026|20071025|1111013176|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|576000.00|16000.00|0.00|0.00|0.00||00000000|08|0000000016000|00|0000000000000|20041026|16000.00|0.00|800.00|0.00|576000.00|576000.00|0.00|0.00|0.00|36|36|00
PRO|AIS|อนุสาวรีย์ 1|BKK 015|0002|MO|101003||GSM|BKK|MACRO|20040419|20040419|1111005856|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|172500.00|172500.00|0.00|0.00|0.00||00000000|00|0000000000000|00|0000000000000|20040419|172500.00|0.00|0.00|0.00|172500.00|172500.00|0.00|0.00|0.00|01|01|00
PRO|AIS|อนุสาวรีย์ 1|BKK 015|0003|RO|101003||GSM|BKK|MACRO|20041103|20071102|1111005856|0000053160|กรุงเทพมหานคร||00|00|40000.00|0.00|360000.00|10000.00|0.00|0.00|0.00||00000000|00|0000000000000|00|0000000000000|20041103|10000.00|0.00|0.00|0.00|400000.00|400000.00|40000.00|0.00|0.00|36|37|00
PRO|AIS|อนุสาวรีย์ 1|BKK 015|0004|MO|101003||GSM|BKK|MACRO|20041022|20041022|1111005856|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|345000.00|345000.00|0.00|0.00|0.00||00000000|00|0000000000000|00|0000000000000|20041022|345000.00|0.00|0.00|0.00|345000.00|345000.00|0.00|0.00|0.00|01|01|00
PRO|AIS|บางกรวย 1|BKK 017|0001|RO|106002||GSM|BKK|MACRO|20041116|20071115|1111021916|0000053160|นนทบุรี||12|12|0.00|0.00|504000.00|14000.00|0.00|0.00|0.00||00000000|08|0000000014000|00|0000000000000|20041116|168000.00|0.00|8400.00|0.00|0.00|0.00|504000.00|0.00|154000.00|11|00|08
PRO|AIS|บางกรวย 1|BKK 017|0002|RO|106002||GSM|BKK|MACRO|20041116|20071115|1111022307|0000053160|นนทบุรี|1111022307|12|12|0.00|0.00|504000.00|14000.00|0.00|0.00|0.00||00000000|08|0000000014000|00|0000000000000|20041116|168000.00|0.00|8400.00|0.00|504000.00|504000.00|0.00|462000.00|0.00|36|03|00
PRO|AIS|ประชาชื่น|BKK 019|0003|MO|101112||GSM|BKK|MACRO|20041005|20041005|1111000641|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|58628.57|58628.57|61714.28|0.00|0.00||00000000|09|0000000061714|00|0000000000000|20041005|61714.28|0.00|3085.71|0.00|61714.28|61714.28|3085.71|0.00|0.00|01|01|00
PRO|AIS|ประชาชื่น|BKK 019|0004|RO|101112||GSM|BKK|MACRO|20041120|20071119|1111000641|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|1354320.00|37620.00|0.00|0.00|0.00||00000000|09|0000000037620|00|0000000000000|20041120|37620.00|0.00|1881.00|0.00|1354320.00|1354320.00|0.00|0.00|0.00|36|36|00
PRO|AIS|บางมด 1|BKK 020|0001|RO|101016||GSM|BKK|MACRO|20041201|20071130|1111005545|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|460800.00|12800.00|0.00|0.00|0.00||00000000|08|0000000012800|00|0000000000000|20041201|12800.00|0.00|640.00|0.00|460800.00|460800.00|0.00|0.00|0.00|36|36|00
TRN|AIS|มาบุญครอง 1|BKK 023|0000|RO|BKK 023||GSM|BKK|MACRO|20010401|20040331|1211000325|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|805860.00|22384.98|0.00|0.00|0.00||00000000|09|0000000022385|00|0000000000000|20030201|22384.98|0.00|1119.25|0.00|67154.94|67154.94|738705.06|0.00|0.00|03|03|00
PRO|AIS|มาบุญครอง|BKK 023|0002|RO|101076||GSM|BKK|MACRO|20040401|20050331|1211000325|0000053160|กรุงเทพมหานคร||00|00|79200.00|0.00|316800.00|26400.00|0.00|0.00|0.00||00000000|09|0000000026400|00|0000000000000|20040401|26400.00|0.00|1320.00|0.00|396000.00|396000.00|79200.00|0.00|0.00|12|13|00
PRO|AIS|ประเวศ|BKK 024|0001|MO|101117||GSM|BKK|MACRO|20041207|20041207|1111002596|0000053160|กรุงเทพมหานคร|กรุงเทพมหานคร|00|00|21160.00|0.00|126692.50|126692.50|133360.53|0.00|0.00||00000000|08|0000000133361|00|0000000000000|20041207|133360.53|0.00|6668.03|0.00|133360.53|133360.53|6668.03|0.00|0.00|01|01|00
TRN|AIS|เสนานิคม 2|BKK 027|0000|RO|BKK 027|5|GSM|BKK|MACRO|20020316|20050315|1111007035|0000053160|กรุงเทพมหานคร||06|06|0.00|0.00|890280.00|24730.00|0.00|0.00|0.00||00000000|08|0000000014840|13|0000000009890|20030315|89040.00|59340.00|4452.00|1780.20|445140.00|445140.00|445140.00|370950.00|49460.00|16|06|10
TRN|AIS|รัชโยธิน 1|BKK 029|0000|RO|BKK 029||GSM|BKK|MACRO|20020401|20040331|1111005645|0000053160|กรุงเทพมหานคร||00|00|28000.00|0.00|444360.00|18515.00|0.00|0.00|0.00||00000000|09|0000000018515|00|0000000000000|20030401|18515.00|0.00|925.75|0.00|55545.00|55545.00|388815.00|0.00|0.00|03|03|00
PRO|AIS|รัชโยธิน 1|BKK 029|0002|RO|101130||GSM|BKK|MACRO|20040401|20070331|1111005645|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|792000.00|22000.00|0.00|0.00|0.00||00000000|09|0000000022000|00|0000000000000|20040401|22000.00|0.00|1100.00|0.00|792000.00|792000.00|0.00|0.00|0.00|36|36|00
PRO|AIS|สุขุมวิท 101|BKK 031|0004|MO|101172||GSM|BKK|MACRO|20040412|20040412|1111007500|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|33000.00|33000.00|34736.84|0.00|0.00||00000000|08|0000000034737|00|0000000000000|20040412|34736.84|0.00|1736.84|0.00|34736.84|34736.84|1736.84|0.00|0.00|01|01|00
PRO|AIS|มีนบุรี|BKK 032|0004|MO|101077||GSM|BKK|MACRO|20040315|20040315|1111007213|0000053160|กรุงเทพมหานคร|กรุงเทพมหานคร|00|00|0.00|0.00|15210.00|15210.00|16010.53|0.00|0.00||00000000|08|0000000016011|00|0000000000000|20040315|16010.53|0.00|800.53|0.00|16010.53|16010.53|800.53|0.00|0.00|01|01|00
PRO|AIS|กล้วยน้ำไท|BKK 036|0003|MO|101067||GSM|BKK|MACRO|20041207|20041207|1111014097|0000053160|กรุงเทพมหานคร|บจก.กล้วยน้ำไทการ์เด้น อพาร์ตเม้นท์|00|00|0.00|0.00|12525.00|12525.00|13184.21|0.00|0.00||00000000|09|0000000013184|00|0000000000000|20041207|13184.21|0.00|659.21|0.00|13184.21|13184.21|659.21|0.00|0.00|01|01|00
TRN|AIS|วงศ์สว่าง|BKK 046|0002|RO|101203||GSM|BKK|MACRO|20040720|20070719|1111008492|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|774180.00|21505.00|0.00|0.00|0.00||00000000|08|0000000021505|00|0000000000000|20040720|258060.00|0.00|12903.00|0.00|258060.00|258060.00|516120.00|236555.00|21505.00|13|01|10
TRN|AIS|เซ็นหลุยส์ 1|BKK 048|0000|RO|BKK 048||GSM|BKK|MACRO|20030901|20040831|1111015726|0000053160|กรุงเทพมหานคร||03|03|0.00|0.00|480000.00|40000.00|0.00|0.00|0.00||00000000|09|0000000040000|00|0000000000000|20030901|120000.00|0.00|6000.00|0.00|120000.00|120000.00|360000.00|80000.00|320000.00|11|01|07
PRO|AIS|ดอนเมือง 2(ถนนสายไหม)|BKK 050|0003|MO|101048||GSM|BKK|MACRO|20040401|20040401|1111005942|0000053160|กรุงเทพมหานคร|คุณสุนทร  เจนมงคล|00|06|0.00|0.00|26175.00|26175.00|27552.63|0.00|0.00||00000000|08|0000000027553|00|0000000000000|20040401|27552.63|0.00|1377.63|0.00|27552.63|27552.63|1377.63|0.00|0.00|01|01|00
PRO|AIS|รัตนาธิเบศร์ 2 (ดาดฟ้า)|BKK 053|0002|RO|106013||GSM|BKK|MACRO|20040501|20050430|1111021060|0000053160|นนทบุรี||00|00|11000.00|0.00|132000.00|11000.00|0.00|0.00|0.00||00000000|08|0000000011000|00|0000000000000|20040501|11000.00|0.00|550.00|0.00|110000.00|110000.00|22000.00|0.00|0.00|09|10|00
PRO|AIS|รัตนาธิเบศร์ 2 (ดาดฟ้า+ห้อง)|BKK 053.1|0002|RO|106013||GSM|BKK|MACRO|20040501|20050430|1111006935|0000053160|นนทบุรี|บริษัท โพรเกรสแมเนจเมนท์ จำกัด|00|00|10000.00|0.00|120000.00|10000.00|0.00|0.00|0.00||00000000|09|0000000010000|00|0000000000000|20040501|10000.00|0.00|500.00|0.00|100000.00|100000.00|20000.00|0.00|0.00|09|10|00
TRN|AIS|จอมทอง 1|BKK 058|0003|MO|BKK 058||GSM|BKK|MACRO|20030604|20030604|1111006091|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|148925.00|148925.00|156763.16|0.00|0.00||00000000|08|0000000156763|00|0000000000000|20030604|156763.16|0.00|7838.16|0.00|0.00|0.00|148925.00|0.00|0.00|01|00|00
PRO|AIS|จอมทอง 1|BKK 058|0006|MO|101042||GSM|BKK|MACRO|20040401|20040401|1111006091|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|27140.00|27140.00|28568.42|0.00|0.00||00000000|08|0000000028568|00|0000000000000|20040401|28568.42|0.00|1428.42|0.00|28568.42|28568.42|1428.42|0.00|0.00|01|01|00
PRO|AIS|บางกอกใหญ่|BKK 060|0004|MO|101025||GSM|BKK|MACRO|20040609|20040609|1111006110|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|19083.43|19083.43|20087.82|0.00|0.00||00000000|08|0000000020088|00|0000000000000|20040609|20087.82|0.00|1004.39|0.00|20087.82|20087.82|1004.39|0.00|0.00|01|01|00
PRO|AIS|งามดูพลี|BKK 061|0003|MO|101083||GSM|BKK|MACRO|20040322|20040322|1111006139|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|38808.00|38808.00|40850.53|0.00|0.00||00000000|09|0000000040851|00|0000000000000|20040322|40850.53|0.00|2042.53|0.00|40850.53|40850.53|2042.53|0.00|0.00|01|01|00
PRO|AIS|โชคชัย 2 (สังสิตนิเวศน์)|BKK 069|0004|MO|101041||GSM|BKK|MACRO|20040521|20040521|1111006753|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|15298.00|15298.00|16103.16|0.00|0.00||00000000|08|0000000016103|00|0000000000000|20040521|16103.16|0.00|805.16|0.00|16103.16|16103.16|805.16|0.00|0.00|01|01|00
PRO|AIS|เรือนจำกลางคลองเปรม|BKK 073|0004|MO|101062||GSM|BKK|MACRO|20040614|20040614|1111006878|0000053160|กรุงเทพมหานคร|บริษัท เซฟ-ที-เซลส์ แอนด์ เซอร์วิส จำกัด|00|00|0.00|0.00|45223.75|45223.75|47603.95|0.00|0.00||00000000|09|0000000047604|00|0000000000000|20040614|47603.95|0.00|2380.20|0.00|47603.95|47603.95|2380.20|0.00|0.00|01|01|00
PRO|AIS|หัวลำโพง|BKK 075|0004|MO|101052||GSM|BKK|MACRO|20040411|20040411|1111006982|0000053160|กรุงเทพมหานคร|โรงแรมกรุงเกษมศรีกรุง|00|00|0.00|0.00|22147.62|22147.62|23313.28|0.00|0.00||00000000|08|0000000023313|00|0000000000000|20040411|23313.28|0.00|1165.66|0.00|23313.28|23313.28|1165.66|0.00|0.00|01|01|00
PRO|AIS|ทุ่งมังกร|BKK 083|0003|MO|101193||GSM|BKK|MACRO|20040323|20040323|1111007072|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|13051.50|13051.50|13738.42|0.00|0.00||00000000|08|0000000013738|00|0000000000000|20040323|13738.42|0.00|686.92|0.00|13738.42|13738.42|686.92|0.00|0.00|01|01|00
TRN|AIS| เชียร์สตีท 1|BKK 091|0000|RO|BKK 091||GSM|BKK|MACRO|20000401|20030330|1111007103|0000053160|ปทุมธานี||12|12|0.00|0.00|792000.00|22000.00|0.00|0.00|0.00||00000000|08|0000000022000|00|0000000000000||264000.00|0.00|13200.00|0.00|264000.00|264000.00|528000.00|264000.00|220000.00|03|01|00
TRN|AIS|เชียร์สตีท|BKK 091|0002|RO|BKK 091||GSM|BKK|MACRO|20030401|20060331|1111007103|0000053160|ปทุมธานี||12|12|0.00|0.00|871200.00|24200.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|08|0000000024200|00|0000000000000|20030401|290400.00|0.00|14520.00|0.00|290400.00|290400.00|580800.00|266200.00|0.00|12|01|09
PRO|AIS|เชียร์สตีท|BKK 091|0003|RO|101208||GSM|BKK|MACRO|20030401|20060331|1111020080|0000053160|ปทุมธานี||12|12|0.00|0.00|871200.00|24200.00|0.00|0.00|0.00||00000000|08|0000000024200|00|0000000000000|20030401|290400.00|0.00|14520.00|0.00|580800.00|580800.00|290400.00|532400.00|0.00|24|02|21
PRO|AIS|บางลำพู|BKK 098|0006|MO|101027||GSM|BKK|MACRO|20040719|20040719|1111007714|0000053160|กรุงเทพมหานคร|คุณสุนีรัตน์  ทองบุญชุม|00|00|0.00|0.00|67500.00|67500.00|71052.63|0.00|0.00||00000000|08|0000000071053|00|0000000000000|20040719|71052.63|0.00|3552.63|0.00|71052.63|71052.63|3552.63|0.00|0.00|01|01|00
TRN|AIS| หมู่บ้านทิมเรืองเวช|BKK 1000|0000|RO|BKK 1000|8|GSM|BKK|MACRO|20010215|20040214|1111010131|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|468000.00|13000.00|0.00|0.00|0.00||00000000|08|0000000013000|00|0000000000000|20030215|156000.00|0.00|7800.00|0.00|312000.00|312000.00|156000.00|299000.00|156000.00|13|02|10
PRO|AIS|หมู่บ้านทิมเรืองเวช|BKK 1000|0002|RO|101702|8|GSM|BKK|MACRO|20040215|20070214|1111010131|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|514800.00|14300.00|0.00|0.00|0.00||00000000|08|0000000014300|00|0000000000000|20040215|171600.00|0.00|8580.00|0.00|514800.00|514800.00|0.00|471900.00|0.00|36|03|00
TRN|AIS| สุขุมวิท ซอย 54|BKK 1001|0000|RO|BKK 1001|8.|GSM|BKK|MACRO|20010301|20040228|1111010151|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|540000.00|15000.00|15789.47|0.00|0.00||00000000|08|0000000015789|00|0000000000000|20030201|15789.47|0.00|789.47|0.00|31578.94|31578.94|508421.06|0.00|0.00|02|02|00
PRO|AIS|สุขุมวิท ซอย 54|BKK 1001|0002|RO|101744|8.3|GSM|BKK|MACRO|20040301|20070228|1111010151|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|594000.00|16500.00|17368.42|0.00|0.00||00000000|08|0000000017368|00|0000000000000|20040301|17368.42|0.00|868.42|0.00|625263.12|625263.12|31263.12|0.00|0.00|36|36|00
TRN|AIS| ซอยหมู่บ้านเนียมกล่ำ|BKK 1002|0000|RO|BKK 1002|8|GSM|BKK|MACRO|20010301|20040228|1111010152|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|540000.00|15000.00|15789.47|0.00|0.00||00000000|08|0000000015789|00|0000000000000|20030201|15789.47|0.00|789.47|0.00|31578.94|31578.94|508421.06|0.00|0.00|02|02|00
PRO|AIS|ซอยหมู่บ้านเนียมกล่ำ|BKK 1002|0003|RO|101732|8|GSM|BKK|MACRO|20040301|20070228|1111010152|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|594000.00|16500.00|17368.42|0.00|0.00||00000000|08|0000000017368|00|0000000000000|20040301|17368.42|0.00|868.42|0.00|625263.12|625263.12|31263.12|0.00|0.00|36|36|00
TRN|AIS|ตลาดใหม่บางคอแหลม|BKK 1003|0002|MO|BKK 1003||GSM|BKK|MACRO|20030530|20030530|1111010153|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|12750.00|12750.00|13421.05|0.00|0.00|เล่มที่31เล่มที่586 22/5/46|00000000|08|0000000013421|00|0000000000000|20030530|13421.05|0.00|671.05|0.00|0.00|0.00|12750.00|0.00|0.00|12|00|00
PRO|AIS|ตลาดใหม่บางคอแหลม|BKK 1003|0003|RO|101740|8|GSM|BKK|MACRO|20040301|20070228|1111010153|0000053160|กรุงเทพมหานคร||00|00|3000.00|0.00|666000.00|18500.00|0.00|0.00|0.00||00000000|08|0000000018500|00|0000000000000|20040301|18500.00|0.00|925.00|0.00|669000.00|669000.00|3000.00|0.00|0.00|36|37|00
PRO|AIS|ตลาดใหม่บางคอแหลม|BKK 1003|0005|MO|101740|8|GSM|BKK|MACRO|20040411|20040411|1111010153|0000053160|กรุงเทพมหานคร|คุณธีระศักดิ์  สหวัชรีโชค|00|00|0.00|0.00|12750.00|12750.00|13421.05|0.00|0.00||00000000|08|0000000013421|00|0000000000000|20040411|13421.05|0.00|671.05|0.00|13421.05|13421.05|671.05|0.00|0.00|01|01|00
TRN|AIS| ธนาพรวิลเลจ|BKK 1004|0000|RO|BKK 1004|8|GSM|BKK|MACRO|20010301|20040228|1111010166|0000053160|กรุงเทพมหานคร||00|00|40000.00|0.00|720000.00|20000.00|0.00|0.00|0.00||00000000|08|0000000020000|00|0000000000000|20030201|20000.00|0.00|1000.00|0.00|0.00|0.00|720000.00|0.00|0.00|02|00|00
TRN|AIS|ธนาพรวิลเลจ|BKK 1004|0002|RO|BKK 1004||GSM|BKK|MACRO|20021101|20051031|1111004085|0000053160|กทม.||00|00|0.00|0.00|720000.00|20000.00|0.00|0.00|0.00|Modify sub-contract from :01|00000000|09|0000000020000|00|0000000000000|20030201|20000.00|0.00|1000.00|0.00|40000.00|40000.00|680000.00|0.00|0.00|02|02|00
PRO|AIS|ธนาพรวิลเลจ|BKK 1004|0003|RO|101717|8|GSM|BKK|MACRO|20040301|20040531|1111004085|0000053160|กรุงเทพมหานคร||03|03|0.00|0.00|60000.00|20000.00|21052.63|0.00|0.00||00000000|09|0000000021053|00|0000000000000|20040301|63157.89|0.00|3157.89|0.00|63157.89|63157.89|3157.89|42105.26|0.00|03|01|00
TRN|AIS|รามอินทรา 77 (รามอินทรา ซอย 71)|BKK 1005|0000|RO|BKK 1005|8|GSM|BKK|MACRO|20010301|20040228|1111010167|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|540000.00|15000.00|15789.47|0.00|0.00||00000000|09|0000000015789|00|0000000000000|20030201|15789.47|0.00|789.47|0.00|31578.94|31578.94|508421.06|0.00|0.00|02|02|00
PRO|AIS|รามอินทรา 77 (รามอินทรา ซอย 71)|BKK 1005|0002|RO|101652|8|GSM|BKK|MACRO|20040301|20070228|1111010167|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|594000.00|16500.00|17368.42|0.00|0.00||00000000|09|0000000017368|00|0000000000000|20040301|17368.42|0.00|868.42|0.00|625263.12|625263.12|31263.12|0.00|0.00|36|36|00
TRN|AIS|สำนักงานเขตบางกอกใหญ่|BKK 1006|0000|RO|BKK 1006|8|GSM|BKK|MACRO|20010301|20040228|1111010168|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|540000.00|15000.00|15789.47|0.00|0.00||00000000|08|0000000015789|00|0000000000000|20030201|15789.47|0.00|789.47|0.00|31578.94|31578.94|508421.06|0.00|0.00|02|02|00
PRO|AIS|สำนักงานเขตบางกอกใหญ่|BKK 1006|0003|RO|101696|8|GSM|BKK|MACRO|20040301|20070228|1111010168|0000053160|กรุงเทพมหานคร||00|00|33000.00|0.00|594000.00|16500.00|17368.42|0.00|0.00||00000000|08|0000000017368|00|0000000000000|20040301|17368.42|0.00|868.42|0.00|628263.12|661263.12|34263.12|0.00|0.00|38|38|00
PRO|AIS|สำนักงานเขตบางกอกใหญ่|BKK 1006|0004|MO|101696|8|GSM|BKK|MACRO|20040624|20040624|1111010168|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|12857.15|12857.15|13533.84|0.00|0.00||00000000|08|0000000013534|00|0000000000000|20040624|13533.84|0.00|676.69|0.00|13533.84|13533.84|676.69|0.00|0.00|01|01|00
TRN|AIS| ซอยนายเลิศ|BKK 1007|0000|RO|BKK 1007|8|GSM|BKK|MACRO|20010301|20040228|1111010160|0000053160|กรุงเทพมหานคร||00|00|60000.00|0.00|1080000.00|30000.00|0.00|0.00|0.00||00000000|08|0000000030000|00|0000000000000|20030201|30000.00|0.00|1500.00|0.00|60000.00|60000.00|1020000.00|0.00|0.00|02|02|00
PRO|AIS|ซอยนายเลิศ|BKK 1007|0002|RO|101629|8|GSM|BKK|MACRO|20040301|20070228|1111010160|0000053160|กรุงเทพมหานคร||00|00|4000.00|0.00|1152000.00|32000.00|0.00|0.00|0.00||00000000|08|0000000032000|00|0000000000000|20040301|32000.00|0.00|1600.00|0.00|1156000.00|1156000.00|4000.00|0.00|0.00|36|37|00
TRN|AIS|หมู่บ้านนภาวัลย์|BKK 1008|0000|RO|BKK 1008|8|GSM|BKK|MACRO|20010301|20040228|1111010161|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|324000.00|9000.00|9473.68|0.00|0.00||00000000|08|0000000009474|00|0000000000000|20030301|113684.21|0.00|5684.21|0.00|227368.42|227368.42|96631.58|198947.33|75789.49|15|02|12
PRO|AIS|หมู่บ้านนภาวัลย์|BKK 1008|0002|RO|101706|8|GSM|BKK|MACRO|20040301|20070228|1111010161|0000053160|กรุงเทพมหานคร||12|12|0.00|0.00|356400.00|9900.00|10421.05|0.00|0.00||00000000|08|0000000010421|00|0000000000000|20040301|125052.63|0.00|6252.63|0.00|375157.89|375157.89|18757.89|343894.65|0.00|36|03|00
TRN|AIS| หมู่บ้าน เอส เค เอกชัย|BKK 1009|0000|RO|BKK 1009|8|GSM|BKK|MACRO|20010301|20040228|1111010180|0000053160|กรุงเทพมหานคร||00|00|36000.00|0.00|432000.00|12000.00|12631.58|0.00|0.00||00000000|08|0000000012632|00|0000000000000|20030201|12631.58|0.00|631.58|0.00|0.00|0.00|432000.00|0.00|0.00|02|00|00
PRO|AIS|หมู่บ้าน เอส เค เอกชัย|BKK 1009|0007|RO|101727|8|GSM|BKK|MACRO|20040301|20070228|1111018602|0000053160|กรุงเทพมหานคร||00|00|0.00|0.00|432000.00|12000.00|12631.58|0.00|0.00||00000000|08|0000000012632|00|0000000000000|20040301|12631.58|0.00|631.58|0.00|454736.88|454736.88|22736.88|0.00|0.00|36|36|00
